
###########오른
#70632,3,0
70850,2,0
71068,0,0
71286,1,0
71504,2,0
############왼
#71722,1,1
#71940,2,1
#72158,0,1
#72376,3,1
72594,2,1
72812,0,1
73030,1,1
73248,2,1

###########오
#73466,1,0
#73684,1,0
73902,3,0
74120,1,0
#74338,2,0
#74556,1,0
74774,2,0
74992,0,0
############왼
#75210,0,1
#75428,0,1
75646,3,1
75864,1,1
#76082,0,1
#76300,0,1
76518,2,1
76736,0,1

###########오
76954,1,0
#77172,0,0
77390,2,0
#77608,0,0
############왼
77826,2,1
#78044,0,1
78262,1,1
#78480,0,1
###########오
78698,0,0
78916,1,0
79134,3,0
79352,2,0
############왼
79570,2,1
79788,3,1
80006,1,1
80224,0,1

###########오
80442,0,0
80660,3,0
############왼
80878,3,1
81096,0,1
###########오
81314,1,0
81532,2,0
############왼
81750,2,1
81968,1,1
###########오
82186,1,0
82404,3,0
############왼
82622,3,1
82840,1,1
###########같이
83058,0,0
83058,0,1
83276,1,0
83276,1,1
83494,2,0
83494,2,1
83712,3,0
83712,3,1

############오
83930,1,0
84148,1,0
84366,3,0
84584,3,0
84802,2,0
85020,2,0
85238,3,0
85456,3,0
85674,0,0
85892,0,0
86110,1,0
86328,1,0
#86546,1,0
86764,1,0
86982,3,0
87200,0,0

############왼
#87418,1,1
#87636,1,1
87854,3,1
88072,3,1
88290,2,1
88508,2,1
88726,3,1
88944,3,1
89162,0,1
89380,0,1
89598,1,1
89816,1,1
#90034,2,1
90252,1,1
90470,3,1
90688,0,1

############오
90906,0,0
#91124,0,0
#91342,0,0
#91560,0,0
91778,3,0
#91996,0,0
92214,3,0
92432,3,0
############왼
92650,3,1
#92868,0,1
#93086,0,1
#93304,0,1
93522,0,1
#93740,0,1
93958,0,1
94176,0,1

############같이
94394,0,0
94612,0,1
94830,2,0
95048,2,1
95266,3,0
95484,3,1
95702,1,0
95920,1,1
96138,3,0
96356,0,1
96574,2,0
96792,1,1
97010,1,0
97228,2,1
97446,0,0
97664,3,1

###########상대 변경
97665,-4,0

############양쪽 교차
98318,3,0
98336,3,1
98754,2,0
98772,2,1
99190,1,0
99208,1,1
99408,2,0
99426,2,1

############양쪽 교차
101370,0,0
101388,0,1
101588,1,0
101606,1,1
102242,0,0
102260,0,1
102460,2,0
102478,2,1
102896,2,0
103114,0,1
103332,1,1
103986,0,1
104204,2,1
104640,2,1

############오
104858,0,0
105076,1,0
105294,2,0
105512,3,0
105730,2,0
105948,1,0
106166,0,0
106384,1,0
106602,2,0
106820,3,0
107038,2,0
107256,1,0
107474,0,0
107910,1,0

############왼
108346,0,1
108564,1,1
108782,2,1
109000,3,1
109218,2,1
109436,1,1
109654,0,1
109872,1,1
110090,2,1
110308,3,1
110526,2,1
110744,1,1
110962,0,1
111398,1,1

############오
112270,0,0
112488,3,0
112706,1,0
112924,2,0
113142,0,0
113360,3,0
113578,1,0
113796,2,0

############왼
114014,0,1
114232,3,1
114450,1,1
114668,2,1
115758,0,1
115976,3,1
116194,1,1
116412,2,1
116630,0,1
116848,3,1
117066,1,1
117284,2,1
117502,0,1
117720,3,1
117938,1,1
118156,2,1

############교차
#118810,3,0
#119028,1,0
119246,3,1
119464,1,1
119682,0,0
119900,2,0
120118,2,1
120336,0,1
120554,1,0
120772,3,0
120990,3,1
121208,1,1
121426,0,0
121644,2,0
121862,2,1
122080,0,1
122298,1,0
122516,3,0

############교차
122734,2,1
122952,2,1
123170,2,0
123388,2,0
123606,2,1
123824,2,1
124042,2,0
124260,2,0
124478,0,1
124478,3,1
124696,0,1
124696,3,1
124914,0,0
124914,3,0
125132,0,0
125132,3,0
125350,2,1
125568,3,1
125786,0,0
126004,1,0

############교차
126222,0,0
126440,3,1
126658,3,0
126876,0,1
127094,2,0
127312,1,1
127530,1,0
127748,2,1
127966,0,0
128184,3,1
128402,0,0
128620,1,0
128838,0,0
129056,3,1
129274,2,1
129492,3,1

############오(16분음표)
129710,0,0
129819,3,0
129928,0,0
130037,3,0
130146,0,0
130255,3,0
130364,0,0
130473,3,0
130582,0,0
130691,3,0
130800,0,0
130909,3,0
131018,0,0
131127,3,0
#131236,0,0
#131345,3,0
############왼(16분음표)
131454,0,1
131563,3,1
131672,0,1
131781,3,1
131890,0,1
131999,3,1
132108,0,1
132217,3,1
132326,0,1
132435,3,1
132544,0,1
132653,3,1
132762,0,1
132871,3,1
#132980,0,1
#133089,3,1

############오
#133198,3,0
133416,2,0
#133634,3,0
133852,3,0
#134070,3,0
#134288,3,0
134506,1,0
134724,2,0
############왼
#134942,3,1
135160,2,1
#135378,3,1
135596,3,1
#135814,3,1
#136032,3,1
136250,1,1
136468,2,1

############같이
136686,0,0
136686,3,1
136904,1,0
136904,2,1
#137122,2,0
#137122,0,1
#137340,0,0
#137340,3,1
137558,0,0
137558,0,1
137776,3,0
137776,1,1
137994,1,0
137994,1,1
138212,2,0
138212,3,1
138430,0,0
138430,2,1
138648,3,0
138648,0,1
138866,2,0
138866,2,1
139084,1,0
139084,3,1
#139302,3,0
#139302,1,1
139520,0,0
139520,1,1
139738,2,0
139738,0,1
#139956,3,0
#139956,0,1

#엔딩
140174,0,1
140174,1,1
140174,3,1

140174,3,0
140174,2,0
140174,0,0
